;Aggregated and intercalibrated zCumNDVI data for eMODIS: extended by GIMMS for 1981S*-2000S*  of Kenyan divisions and Ethiopian clustered kebeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,175494,0.759111,0.795691,1.15954,0.263637,5.74859,-1.07123,13.8223,-1.67,2.02959,-7.35051,11.3155,11.504,3.30715,0.352034,11.1496,0.463592,1.66512,6.21537,3.17064,5.41508,10.0295,23.192,19.3582,-1.10869,3.56513,-4.71835,22.8301,4.23747,8.78148,-2.51357,16.0868,1.16093,2.0538,-4.5728,3.89942,11.3824,56.437,37.5448,8.57205,-1.03685,7.56168,-4.55112,-1.45155,-3.9557,-1.96064,23.7998,8.30146,19.2712,0.589444,-5.39191,-0.216022,3.28567,-8.91755,-1.89926,22.5107,4.32644,-0.517827,1.2317,-3.8905,-18.1925,-7.43186,-2.2089,-12.5925,-20.2665,17.9782,-0.345568,-7.52802,8.62852,-1.47281
34,52937,0.779215,0.814304,1.20078,0.230331,1.13449,1.64953,6.30908,-3.29664,-0.251704,-8.7665,10.9744,-2.64635,-2.42068,0.0629471,13.431,-3.33396,-2.1423,3.65343,4.35505,0.937496,8.25795,10.2344,9.77844,-2.76018,-2.20503,-7.12513,16.6021,1.93652,8.07762,-5.84993,15.9118,3.3874,-1.18732,-5.87071,0.33213,17.5782,46.3925,36.7862,6.24414,-1.5453,5.17931,-6.62396,-4.18045,-6.15914,0.79343,29.3066,6.06636,12.4685,3.11865,-6.98038,1.02878,-1.91434,-11.7755,-6.32207,25.0301,7.36219,-6.95535,5.54781,-0.829021,-17.7473,-6.17156,4.40153,-11.4568,-19.9636,13.6789,3.48896,-7.15353,-2.44723,-8.79582
35,16421,0.712128,0.762207,1.61474,0.482855,-9.93916,-9.38631,8.93046,-3.65807,-5.64224,-25.6241,6.57535,-16.6512,-9.95918,0.338119,-4.48131,-9.09491,-9.72393,-5.88392,-7.13544,-4.54168,5.42406,5.53832,9.60961,-10.5729,-6.09514,-17.7824,9.89834,-3.60959,-4.15363,-2.61609,14.7528,-13.8425,-1.99425,1.61869,-7.1491,13.9046,44.6495,45.3029,0.875261,11.9997,-3.43005,-22.9577,-2.95362,-10.4635,-9.30243,9.6202,8.93437,25.7678,12.7251,10.3851,8.06971,-2.26495,-14.4704,-13.2843,13.9473,16.155,2.13161,-9.77981,-1.39617,-24.6356,-6.30682,7.60216,-19.2904,-9.10214,7.79488,4.67744,-0.830387,3.80926,-5.02043
36,62688,0.663877,0.717186,1.22246,0.184505,-3.69628,6.02642,14.7859,4.15158,-5.26616,-7.58523,-3.93588,3.13501,-0.0807505,1.93234,0.220571,20.9606,-4.35637,5.06195,-7.23665,6.06504,2.36413,6.30003,2.45955,-4.17354,-5.60944,-0.605443,2.66374,14.1316,0.674304,4.88692,5.47418,3.98177,-1.58567,6.9501,-5.88379,19.3035,40.7844,30.2824,-0.0348618,10.7652,2.33636,-1.17779,-2.61677,-12.3471,-7.68934,4.49964,-1.01443,12.1021,-2.21115,0.662949,10.8868,3.00614,-13.3387,-8.65001,25.0753,17.3065,0.222872,0.856037,-3.01052,-14.6162,-0.171539,16.1833,-11.0196,-19.0034,17.1311,10.9828,1.64057,15.0602,4.73406
37,19834,0.642876,0.69526,1.08594,0.0823161,-3.04976,3.82297,13.3146,6.20289,-3.95774,-8.47946,-1.57086,11.4317,-0.476222,14.3159,1.68827,23.153,-3.49288,1.31505,-8.67401,9.93225,7.8252,19.4503,6.63481,3.89774,-4.74058,-4.88175,1.11147,7.79295,-4.5475,-0.0699142,8.04326,3.65835,-4.07173,17.2199,-4.85346,14.302,31.3758,25.609,-1.59596,12.1542,-1.57724,-0.90635,2.28424,-10.105,-6.48386,0.512001,-1.33496,9.1345,2.41372,4.48854,9.82305,7.13064,-10.4475,-3.74955,23.9218,13.7489,-0.453044,0.916799,-2.44624,-8.85927,-2.80093,8.99857,-12.4826,-22.2162,12.2723,16.0421,-0.877683,17.5422,3.52283
38,1444,0.566289,0.643283,1.38371,0.268558,-6.46463,7.92669,23.0699,0.824289,-10.2315,-5.3095,-10.6583,1.70107,-10.9242,-5.42427,-7.0644,5.20766,-2.97996,-2.08463,-8.89375,14.7954,-6.22047,12.507,-2.73772,0.582256,-11.7575,-6.73627,-3.20525,24.4843,-4.92325,4.92019,-3.47674,-0.654958,-3.8561,-2.56737,-9.68372,16.9028,27.8272,25.4777,-2.07044,21.3646,-2.3699,8.21894,1.85686,-19.2971,-14.9119,-1.60192,3.41002,7.10133,-9.10086,-5.03386,11.4548,6.70324,-13.4202,-1.57401,18.7064,0.407352,-2.11779,-7.73024,-2.73416,-13.7075,8.67767,38.8279,-3.32961,-4.0951,23.1583,19.1107,-5.70439,14.3027,4.90149
39,8783,0.269859,0.392519,1.12654,0.233358,0.109107,33.2374,12.0885,12.9024,-2.00691,1.23895,-3.8817,25.0926,-4.12239,13.6034,-2.27166,25.0104,-6.81701,11.2425,-7.22409,22.7966,-0.351848,14.0112,3.60482,7.39341,-5.48556,-5.58099,5.96385,19.879,0.925738,6.40579,0.657872,10.469,2.66373,8.98398,-5.43036,33.7467,31.2779,41.8563,-1.7201,18.7261,0.155382,2.96188,2.16016,-13.3653,-7.94885,0.328881,-1.44927,-3.64303,-2.68085,-5.08353,11.435,6.70503,-11.642,-2.38353,27.5812,20.075,-0.111423,5.78816,-7.13431,-15.729,0.338169,21.5674,-12.6556,-14.2602,19.5717,9.55294,9.9838,31.2964,0.200173
40,26421,0.576342,0.647427,1.37837,0.308093,-6.78657,3.55444,9.90174,4.38329,-8.61587,-11.4609,-8.10301,8.02157,-5.4663,4.76017,-1.11753,20.3448,-7.97535,-1.71664,-11.4378,20.0659,-4.39544,4.81882,0.343592,-4.19178,-7.75029,-3.27345,-2.63437,15.5268,-6.3864,-1.98689,-0.824045,1.72528,-5.86993,1.95832,-9.45001,20.6302,33.2437,35.1745,-1.68045,14.372,-1.13767,8.07604,-4.0384,-20.0107,-9.67797,-1.89724,-2.53941,5.54768,-6.14906,-0.34769,11.1041,1.56068,-14.7415,-6.98079,23.511,20.9366,-4.73399,-2.36875,3.83249,-11.2405,2.94926,29.8033,-5.97483,-15.0027,17.3745,5.51698,-2.07625,26.3036,4.16605
41,2064,0.594082,0.661458,1.26044,0.424625,-8.78043,18.7401,7.95921,21.2558,-7.38898,1.47415,-9.70119,14.9025,-7.40423,9.05825,-2.46798,11.3527,-0.975119,12.0084,-12.1368,16.2171,0.162244,13.2969,-4.42201,0.938422,-12.7355,6.33698,-3.02079,25.6052,1.1259,19.3462,2.37745,6.78445,-8.45655,13.4552,-8.14782,22.1339,29.2583,36.2122,-1.3187,11.0413,-3.60408,11.498,-2.11927,-16.1325,-11.561,0.947653,2.80316,19.5156,2.73631,1.70583,18.7209,7.47085,-13.6205,-4.34524,13.9209,10.9043,-0.428086,-1.56061,-10.1712,-23.3539,2.30319,20.821,-6.46451,-15.9731,17.7996,9.33778,-4.04443,19.4885,4.97637
42,9293,0.495747,0.583493,1.34416,0.353668,-7.3654,6.02149,8.80548,6.03574,-9.70838,-5.73301,-9.06986,10.1625,-8.71807,3.50916,-3.98735,14.2602,-6.85272,-3.26058,-11.293,16.0775,-4.31851,6.96117,-1.49955,-4.46613,-8.75427,-2.4016,-5.13541,13.7232,-6.81509,3.95452,-1.43279,-3.92716,-6.16203,2.99981,-9.90936,26.1153,36.8253,39.0668,-3.84195,10.516,-2.67989,4.86831,-6.60485,-22.3438,-10.7872,-4.21506,0.335623,10.9775,-3.57986,-0.612532,13.6846,2.42076,-15.4075,-4.0621,22.5942,18.4569,-7.06485,-2.97439,1.90737,-15.6627,5.10169,28.9743,-7.6981,-10.9589,14.8965,7.53444,-2.17413,29.776,5.5776
43,26499,0.7393,0.781478,1.28122,0.192568,-10.5684,-0.297123,6.26091,9.75139,-8.15306,-7.83694,-5.71867,4.53927,-6.66224,4.06055,-4.083,19.2774,-2.82952,5.56465,-9.69673,9.50116,2.3298,7.48935,0.04722,-1.64883,-8.79229,-5.30971,-1.00066,10.156,-6.01259,5.78703,2.9685,4.18189,-5.26966,9.26803,-6.55453,17.6938,32.7684,30.7465,-2.00631,11.828,-0.910641,4.50655,-1.18866,-11.9752,-8.01697,1.85777,2.33435,12.54,-1.63885,0.389959,9.31904,0.310187,-14.5556,-4.32176,25.8931,19.9992,0.175669,-0.380251,-0.835081,-10.7565,-0.785586,10.2321,-13.2002,-17.8954,13.251,20.1004,2.93009,15.1014,3.38838
44,24004,0.715305,0.759117,1.19945,0.106212,-4.51389,9.29955,16.3682,4.90604,-3.56299,-10.4825,-1.15217,7.30267,-0.597204,7.45546,3.07561,14.8636,-7.80784,10.4003,-7.2104,10.1847,5.34928,18.5938,8.21353,-3.98009,-5.0336,-9.33394,1.91004,9.20498,-4.08143,-5.23536,6.43368,-0.0375145,-0.0663925,13.7127,-5.18407,15.2569,42.7395,45.9792,-1.25305,4.16912,-2.01487,-0.859576,-2.21769,-8.30329,-6.19741,7.85444,-0.353315,4.47177,-2.87638,-2.12083,5.31753,-2.35927,-14.7788,-2.3614,27.9114,21.6248,0.622152,-0.574584,0.0728158,-7.14355,-0.131074,9.98923,-10.4111,-21.0773,10.569,2.35767,-3.89073,16.6036,-1.13467
45,16926,0.512557,0.594757,1.26362,0.350984,-5.08607,7.88483,9.38257,11.1195,-8.06562,-1.53712,-7.2702,8.89019,-5.69211,4.93914,-3.22785,16.2408,-5.87356,0.164763,-10.2922,15.5942,-1.58607,7.41157,-1.3918,-1.88282,-7.81404,-0.849762,-2.61289,15.8493,-0.667345,7.23696,0.407387,-1.61856,-6.33508,4.10982,-9.28505,16.9223,40.4355,40.1258,-1.30455,9.99401,-1.73285,7.23119,-2.67253,-18.368,-12.1267,-2.0073,1.5712,12.3572,-0.0792539,3.57683,18.025,8.64414,-13.9695,-6.71631,18.7077,13.8363,-5.57925,-2.956,-3.25858,-19.3082,1.33746,25.3893,-6.62197,-14.4478,15.7561,9.33266,-0.738347,18.4221,7.18602
46,14803,0.360649,0.472356,1.11638,0.144609,-1.44171,24.9674,17.6031,13.875,-4.37671,-6.50571,-4.04943,13.5396,-4.87063,5.99329,2.09952,21.1131,-6.6123,13.0298,-7.96397,16.4059,0.174183,11.2198,1.53121,2.42274,-5.15463,-4.83234,6.2587,16.9446,-0.518197,3.2949,1.72833,5.85958,1.79607,8.92468,-5.59349,22.7257,34.2142,44.1263,-2.52886,10.0042,5.21561,3.84865,2.32722,-16.8511,-7.62558,2.37168,0.823736,-1.20536,-7.18345,-4.83558,12.3884,3.83207,-12.3324,-4.24174,25.8049,20.2602,-0.871255,1.38947,-5.50605,-15.3089,-0.422711,23.4123,-9.21984,-8.82293,24.2822,16.2076,9.75681,42.0384,4.53565
47,13289,0.620382,0.683718,1.24379,0.318848,-1.40847,11.8045,14.5662,12.576,-4.02136,-0.358821,-5.59771,4.88823,0.542633,5.39967,4.1866,30.0162,-6.01074,3.47266,-7.41939,12.1171,1.59607,7.81717,5.80559,-1.34751,-3.21209,-0.737819,3.12612,11.8207,0.203898,-0.205803,0.876578,0.482633,0.213302,1.54026,-5.91982,12.0656,37.9694,43.2952,-0.0585129,11.4902,5.9764,10.8334,1.20849,-14.8702,-3.65142,4.74422,-3.31789,2.17468,-6.99862,0.580151,11.642,3.20225,-13.4969,-10.0407,23.5002,22.3154,-1.91547,0.885653,0.14142,-16.888,-0.212704,22.7473,-7.83627,-14.8508,17.6812,6.65236,0.143081,17.1484,8.1984
48,34635,0.521028,0.600186,1.13161,0.204815,4.19477,26.554,16.6451,6.3741,-1.56905,6.90152,-1.44127,19.7183,-3.95959,7.7435,-2.07046,21.3005,-4.33892,8.72659,-6.70575,10.3709,-0.302633,8.9257,2.42379,2.98741,-5.39584,1.3677,4.01945,14.6932,0.776508,7.48528,-0.216795,10.1677,1.1093,4.49775,-3.63202,27.1041,36.618,54.8017,0.455796,13.9598,2.39836,7.13545,0.598186,-4.97532,-9.46819,3.44942,-0.462893,12.0717,0.336628,-9.20776,9.71908,-7.48979,-13.7435,0.604283,24.8974,10.5563,4.74808,12.55,-8.35385,-11.4848,1.01741,8.63361,-12.5862,-14.7076,20.5089,10.6009,6.30065,22.4891,-2.76913
49,26077,0.560804,0.634656,1.18052,0.171773,0.536692,20.2941,16.314,7.15285,-6.87358,-3.3996,-5.60511,16.1093,-7.08376,8.71634,-1.32694,12.0657,-6.28292,13.5107,-9.16289,9.27796,-1.64406,9.87206,-1.15876,3.04237,-6.01026,-4.70376,4.91156,14.7832,-1.50533,5.63729,1.43678,8.80492,0.379955,7.10154,-5.08674,30.2272,38.1564,50.6244,-3.02703,7.60826,2.73199,-1.19926,-2.62707,-11.042,-6.17845,5.43188,2.10836,8.74574,-5.59237,-7.77268,10.7926,-7.70125,-13.8206,-0.423056,26.1235,18.2673,3.41278,3.04451,-7.08882,-13.9087,-2.64742,19.1401,-11.2052,-13.7819,24.583,19.1661,9.90187,37.3899,0.12903
50,13192,0.796945,0.830215,1.41314,0.421813,-12.8785,11.2292,9.6347,18.5124,-11.4599,1.80268,-8.65169,7.78874,-10.1711,4.914,-4.78948,15.6573,-6.86314,8.44589,-16.1515,7.94572,-1.76085,6.47236,-8.50054,1.62345,-15.2554,-3.42194,-4.92647,23.3841,-1.59807,13.2598,5.78868,4.59011,-8.15835,8.95642,-10.295,21.191,39.2741,38.2965,-2.34923,15.4035,-5.27183,12.0092,-1.66501,-8.39898,-11.3723,7.22895,4.64655,17.1791,-0.366943,-3.98568,14.4023,3.58544,-15.4586,-7.21828,21.283,15.79,-1.02517,-0.41753,-4.64722,-23.3711,0.984184,16.5587,-12.0008,-16.9505,14.9945,12.4226,-1.7315,18.6655,4.15097
51,12012,0.473134,0.564287,1.21488,0.166537,-2.43977,27.2567,17.0135,24.4585,-3.54921,-0.845025,-2.82941,10.0567,-1.67131,12.0024,-0.387243,32.3818,-8.21865,10.4158,-8.63086,28.3524,-2.00717,12.366,2.90281,7.01211,-5.24786,-2.96608,5.72714,30.4919,1.23408,4.26744,-0.0507941,7.71808,-0.436715,9.07624,-7.03593,24.349,27.0622,48.1047,-2.72929,18.2344,1.66051,9.96164,1.90671,-13.1744,-10.029,1.43546,0.950822,-1.24932,-6.90503,-4.82109,7.71208,7.33652,-12.8109,-10.4196,23.9348,25.854,-3.24009,-2.45145,1.38119,-10.4701,3.40318,17.7221,-7.83837,-9.76214,17.407,13.535,-0.691693,24.4464,-1.76965
52,7125,0.475447,0.567553,1.30662,0.401289,-7.56375,15.9873,15.1137,4.01668,-10.7137,-5.53878,-8.75471,9.98264,-7.58622,-3.1051,-6.65183,18.3904,-2.95938,2.77176,-9.65942,19.7757,-3.06554,3.6005,-5.06481,-3.67953,-9.57136,-6.89089,-5.26316,24.1291,-5.46495,9.01564,3.00146,-1.70838,-5.59504,-2.9861,-7.27275,14.0658,35.8179,36.972,-1.404,10.1507,-4.88655,0.879944,1.82334,-21.7743,-13.1892,-1.92285,-0.508346,15.8018,-6.33668,-1.71895,12.4202,5.09671,-13.4116,-4.8219,23.5314,9.56658,-1.73801,-7.17826,0.290199,-16.4569,5.73751,31.927,-9.13408,-8.51891,17.3801,10.1783,-4.79787,19.0229,3.53345
53,43786,0.607441,0.671694,1.20118,0.0764471,-2.18306,13.3354,18.6511,6.77593,-3.17738,-7.04967,-2.53798,8.2364,-0.921902,5.06892,0.684743,14.8042,-5.52613,9.11656,-7.76992,7.11545,1.08968,12.8789,3.6339,1.29199,-3.96267,-2.76021,3.4652,14.7797,0.160303,1.14294,6.33883,2.81742,-1.3102,10.678,-3.99912,18.0302,39.7547,41.8107,0.441227,12.6534,0.360816,0.102339,1.00953,-10.4259,-7.92948,3.18725,-3.18538,10.4293,-3.14209,-9.40718,9.29121,-2.10357,-13.5304,-3.4507,27.5229,26.2007,1.14261,0.910137,-0.776018,-9.41154,-1.60945,11.0485,-10.1933,-16.9769,14.8991,13.9647,1.24736,15.3467,-0.601425
60,6417,0.919164,0.930599,1.30194,0.0418321,-3.59342,15.0114,12.6271,6.73034,-8.41131,-19.8115,-5.90151,27.3645,-2.37666,10.5844,0.990435,15.9413,-6.09376,14.2968,-5.85959,13.0393,9.68671,6.82884,4.81386,-4.36337,-10.828,-12.5698,-2.61935,-4.07753,-5.8721,-14.9672,6.14119,-4.38631,-6.62449,-0.384457,-10.8072,5.3626,26.1528,34.867,-4.04285,-6.26483,0.273518,-14.4613,-15.7313,-1.23581,-9.70463,2.50432,4.29301,9.05613,-1.0575,-7.1357,4.28834,-9.95944,-14.2746,13.2056,26.1827,15.1657,2.6599,1.51675,3.49598,-7.53821,-4.46182,11.103,-12.2839,-26.6824,9.4017,-1.7034,2.06339,16.5015,-6.24855
61,39480,0.907227,0.920643,1.20548,0.109378,-5.15049,8.98986,10.5047,4.05156,-5.03391,-12.0445,-1.45535,23.5674,-6.33497,5.58202,0.309161,16.7974,-6.26066,9.90992,-5.82311,8.64755,6.61585,19.365,3.18226,-3.42457,-8.90009,3.94848,4.62673,9.35323,-5.51777,-3.15851,5.46411,9.72541,-2.56446,4.09607,-5.08067,17.4953,35.9213,50.057,-0.700213,8.12246,5.13788,-10.184,-7.71921,6.06637,-8.0226,7.82879,5.92277,8.46503,-0.951873,3.34199,6.7117,-10.7207,-13.2589,7.44442,26.415,12.1669,-2.31141,3.13702,-1.55991,-13.9755,-2.22269,-0.326591,-14.1514,-23.4278,8.38596,-6.63768,0.488849,32.837,-0.453441
62,48756,0.903671,0.91683,1.19894,0.103994,-1.94965,9.86568,12.4817,-0.615468,-2.42977,-11.7277,0.462205,22.5695,-2.48338,6.21847,3.36205,13.6364,-3.27125,10.3844,-2.66386,8.41494,9.41652,17.5082,4.05225,-7.92994,-4.86841,-3.47483,6.9514,11.1834,-2.185,-1.48523,10.9265,8.99585,-0.807785,-0.813085,-1.68934,13.6686,47.5368,42.493,2.57288,8.13481,3.37528,-11.7131,-6.95322,7.34854,-4.22323,13.8456,8.96254,15.7621,-0.12056,0.0651155,1.55554,-5.84478,-13.4007,-3.51552,17.4309,5.38961,-1.34512,3.91936,4.32041,-12.8908,-0.854552,-0.373488,-15.1014,-23.7057,7.84185,-7.20297,-4.44587,24.539,-0.108873
63,38715,0.924856,0.936216,1.1696,0.0259687,-4.45347,11.2682,9.15945,-0.947561,-4.14884,-13.6651,-1.47003,24.5044,-4.62081,6.21806,1.84826,13.6663,-4.64591,14.5096,-4.75089,8.65604,10.6382,15.3056,3.00227,-6.96631,-7.71234,-0.547602,6.98485,8.66522,-4.13873,-3.98672,10.3032,7.43827,-2.15173,-3.89296,-3.63785,12.409,42.4251,46.4562,0.788062,6.27,3.81565,-14.5267,-9.86131,5.02213,-7.0658,10.826,8.20305,12.1294,-1.24611,-4.54624,3.01105,-9.23082,-12.9229,10.2732,25.2922,5.73682,-2.09336,0.0978813,0.737277,-12.3294,-2.33417,2.8139,-13.6997,-20.793,11.198,-5.25393,-1.06607,28.2909,-0.328076
64,56188,0.819675,0.849143,1.58499,0.310527,-9.56794,-12.8831,10.7414,-7.11087,-6.07503,-32.4143,-0.580846,4.22509,-3.20649,-4.14742,-2.90348,7.6492,-0.725846,8.12196,-7.08865,-8.13698,0.196877,-11.5573,-2.06902,-28.8653,-11.2269,-24.9669,-6.71787,-18.7068,-11.0424,-10.0703,10.0333,-11.9108,-7.49406,-0.310949,-6.03996,12.2677,30.5442,26.2384,1.45323,-1.40638,-2.90309,-25.4243,-1.67619,-7.33387,-7.02628,0.809982,0.426965,6.54573,-1.40192,2.57657,2.43925,3.08884,-9.58142,-2.13426,13.6202,18.4098,2.09898,-9.15036,3.22186,-18.7605,-2.66042,13.2991,-13.1972,-7.35098,13.8331,10.3269,6.88127,5.69319,4.71185
65,69682,0.727484,0.770195,1.32594,0.331213,-3.80081,-4.42512,14.378,-0.771135,-2.48349,-9.77571,5.85959,9.12531,-2.46086,0.714428,0.145184,-1.11935,-2.91963,6.60374,-1.73561,0.820313,11.7561,17.6619,12.5377,-5.83551,-1.02821,-3.9496,13.4314,3.26451,2.48748,-0.778473,20.1359,4.76997,-0.878137,-5.48762,-0.0505967,18.4908,42.3967,36.2302,3.17046,1.92799,3.78217,-6.43477,-2.96692,-11.5037,-9.80128,9.57299,6.61381,23.6124,1.24386,3.71747,12.4332,3.74668,-12.939,-6.17136,18.7087,14.2537,4.43073,1.68331,0.754082,-21.4128,-5.55127,4.86573,-15.3866,-22.3646,2.07795,-7.89036,-0.408468,-1.73698,-1.2991
66,71404,0.898453,0.9152,1.61793,0.308286,-7.33066,-6.90466,17.8221,-1.58929,-4.71712,-26.7042,1.48304,0.201768,-8.1438,-4.06037,-3.7964,8.08707,-8.07573,4.53244,-7.67036,2.67598,8.67408,15.7177,14.4462,-14.5117,-6.71274,-10.0046,3.10743,-3.14418,-7.33736,-0.872445,19.9854,0.738833,-1.65405,0.635734,-5.12078,17.3914,35.1651,41.5561,2.88545,1.64606,-0.086806,-23.6479,-7.2513,-8.22734,-5.58306,5.95506,4.23052,15.6474,3.05126,5.39139,9.46277,-0.778728,-12.4702,-7.6009,13.3842,20.0299,4.84811,-2.73639,-0.752743,-25.2672,-1.69325,11.7803,-18.3769,-14.1934,5.51771,1.5382,3.51443,-1.01375,-1.08591
67,40006,0.798711,0.830042,1.54475,0.30546,2.56557,3.84712,17.8404,10.4055,-1.69893,-23.7329,6.98056,5.57151,-4.75715,-4.89635,-0.566822,7.81895,2.01714,8.67621,0.119016,6.12246,2.61928,7.45089,4.11413,-21.4729,-8.02136,-13.5846,-3.57461,-8.23328,-5.06525,-0.134687,15.759,-4.92403,-6.76446,2.62781,-3.48588,25.5853,31.2454,23.5129,5.79621,3.21838,-0.119153,-22.2355,3.35606,-2.40602,-7.59304,9.87121,2.64173,7.58279,-2.14679,3.20747,2.94858,-5.88489,-13.3077,-1.08767,16.0477,15.5635,1.38709,-6.82123,6.057,-17.575,-1.40558,10.8806,-13.3741,-13.3307,13.0491,13.1544,3.85688,5.53586,3.68076
68,18708,0.861899,0.886047,1.47594,0.180205,-6.02779,-10.9485,13.5076,-12.558,-2.79402,-35.9942,-5.1785,-6.27384,-2.04776,-3.36834,-3.76913,-2.38719,-6.60496,4.94235,-0.0276708,10.4163,12.924,9.48521,6.30094,-12.5218,-5.25341,-18.5363,1.98404,-10.7959,-14.0109,2.34433,15.2389,-2.73309,2.2352,3.94602,7.03636,10.2046,25.0454,18.6572,2.60948,-6.71396,0.869398,-29.8046,-7.05838,-3.17393,-7.71497,0.794288,-3.40137,9.51842,5.76143,0.38826,0.502749,-2.25676,-11.1026,-8.49193,11.6801,13.0817,6.11038,-2.25853,0.806635,-30.3162,-3.06594,23.926,-9.08025,-1.2114,17.232,21.1267,12.706,21.9867,5.24981
69,36222,0.789581,0.825211,1.57359,0.225161,-0.233454,-14.6538,16.1779,-7.70811,-0.754704,-45.7495,-1.9322,-9.24053,-6.96138,-9.91169,-5.36584,-4.50773,-6.38909,-2.04197,7.4167,3.68843,13.1323,4.81528,6.90269,-17.3213,-6.36282,-24.5734,3.49739,-15.5989,-8.63889,2.46203,20.0762,-11.3185,0.985787,-0.434781,0.383005,15.4218,35.6001,18.1369,4.29195,-3.75242,0.633136,-33.2742,-0.904231,-0.802883,-3.9648,0.236764,-6.84498,6.41732,1.84892,0.755087,0.902924,1.17823,-9.88338,-4.24033,11.4841,11.8338,6.8994,-4.1898,1.69865,-25.7094,-4.95976,19.0209,-8.36002,-4.49965,14.9667,16.2209,12.2467,17.1973,7.46858
70,41568,0.782507,0.818239,1.35007,0.272981,-3.53364,9.41641,6.82457,6.03793,-13.4491,1.33398,5.12851,8.11184,-6.96748,7.73255,-2.43957,8.64217,-15.107,12.3327,-5.61208,17.925,6.25977,20.8058,-1.45582,17.1125,-6.04849,11.3773,4.79341,7.46062,-3.64772,5.5866,6.8174,14.5078,-0.754047,13.6735,-8.71946,16.8965,25.8526,43.4461,-6.71466,7.81971,1.67261,17.3647,7.66445,2.92942,0.8242,-3.30531,13.1766,7.50893,-0.41042,0.391157,-2.48798,-2.77505,-11.4653,-7.13641,16.3633,22.4447,4.65752,9.08701,-8.5689,-20.7026,-5.04129,6.23549,-7.90736,-14.6772,-2.69276,-9.81848,-6.13135,-4.74814,-0.722885
71,91489,0.811056,0.840237,1.45008,0.414425,-10.0938,-2.75429,4.34188,-2.44827,-11.9904,-8.56578,6.60922,11.7519,-9.8953,13.5333,1.73518,4.81142,-10.0933,-1.29123,-0.155425,10.5556,16.3064,33.3054,10.7064,-3.45349,-4.98628,-1.82158,16.2687,0.122171,2.69749,5.4363,9.99551,8.58541,-0.575385,2.99964,-5.7627,13.7666,29.599,53.7328,6.45794,10.1749,3.68479,-5.29003,-11.5148,-8.6299,7.12178,21.4717,5.16328,11.3571,9.30927,1.71369,6.29522,-6.40089,-14.4118,-12.9172,11.0572,10.1508,0.951763,2.38454,-8.90223,-11.5766,-0.410879,14.5433,-13.4714,-22.0965,0.154599,-6.95941,-8.23595,1.56105,-9.17696
72,71805,0.840185,0.866304,1.36308,0.512921,-5.50821,3.13738,8.16531,2.97015,-6.2911,-6.39404,6.24947,1.50146,-8.13427,6.14864,1.03976,5.48797,-7.86623,2.22255,-2.09706,7.38328,12.7155,35.1172,7.4346,12.1419,-4.90632,1.96757,14.7037,2.65447,0.538893,-1.23513,0.885575,10.3001,-0.148223,2.76512,-5.04164,8.9789,37.3912,49.7327,2.74464,11.9437,12.5189,4.98739,-4.37532,1.20852,5.07829,14.3339,12.0302,11.433,2.47876,-3.9655,-1.3909,-12.7428,-15.131,-12.6519,14.0742,4.02335,6.27668,12.4774,-9.34949,-15.8198,-1.40359,18.7863,-12.3793,-17.0825,5.02917,-9.69162,-6.57006,22.6822,-7.81648
