;Aggregated and intercalibrated zCumNDVI data for eMODIS: extended by GIMMS for 1981S*-2000S*  of Kenyan divisions and Ethiopian clustered kebeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,29033,0.66822,0.72259,1.51369,0.442852,-8.32176,-2.56853,10.1077,2.37076,-8.52619,-10.4444,12.0196,3.04796,-11.6598,7.69639,4.71959,-0.440436,-11.226,2.10944,-0.605088,11.9737,17.3146,40.0198,10.0823,-2.14388,-11.5442,-1.50692,14.8932,-2.20332,1.53189,-1.08401,3.07112,13.2504,-3.78837,-1.78972,-10.2722,3.80158,26.1464,49.713,0.477293,5.72144,6.99436,-4.30947,-12.5755,-12.6559,7.05709,14.8945,9.29915,18.9862,2.54988,-4.15499,-6.45807,-14.1864,-13.1983,-13.8797,10.8231,8.072,2.26283,7.28992,-9.25791,-13.0106,5.84799,23.9734,-12.3869,-15.3285,9.28346,-4.45174,-6.11951,11.3718,-10.9148
74,129293,0.768151,0.803715,1.19004,0.3953,-6.48388,6.13912,11.2807,3.04031,-10.9721,-8.53957,9.20314,2.27903,-7.50363,4.73068,-1.04552,8.56563,-7.81845,2.81548,-2.67593,7.61371,12.7504,25.8919,2.74982,17.7104,-5.75661,0.0979542,13.099,6.73075,-2.56169,-1.1954,0.73896,7.69378,-3.29353,4.94572,-6.23333,8.21123,32.9004,45.6207,0.487499,10.0809,9.05861,9.93443,0.424614,-1.78878,1.17021,7.29057,15.3535,11.5384,3.84451,5.54758,0.984594,-3.00315,-12.1334,-3.17514,10.5752,1.15094,0.584444,2.11671,-8.75092,-17.5248,-0.919735,16.1247,-10.901,-18.2771,4.06515,-9.50585,-4.66528,7.3838,-9.25179
75,7455,0.697143,0.735268,1.25778,0.242219,-14.0104,1.02312,0.263569,5.79546,-12.4765,-19.9821,-5.80216,1.34938,-8.73815,-6.60731,-5.59767,6.90172,-6.23774,7.88389,-5.69402,-11.8844,0.209009,7.43335,-1.66339,-0.10523,-11.9972,-10.4543,0.764991,0.450324,-8.19151,-15.1471,-4.43526,-2.66412,-8.0194,-9.15815,-8.86289,1.18875,12.669,20.1916,-1.4379,10.4087,3.19049,-0.468453,5.06357,-0.203132,-4.17036,-2.68154,10.2397,3.03493,-2.64569,7.85364,-2.17542,-8.11158,-9.84272,0.580029,11.5935,13.9838,8.34913,6.00783,-9.82836,-9.01463,3.03372,9.50003,-12.1585,-20.9493,7.74951,-19.3109,-13.7608,-8.00529,-16.6621
76,9222,0.871778,0.889181,1.12539,0.173627,-9.2134,-13.2165,1.0199,2.41492,-13.7983,-14.4408,-5.18022,1.38793,-10.9229,-5.07376,-2.17713,-0.286753,-4.64435,-0.497327,-6.44888,4.34373,-0.242791,2.68669,5.9685,-9.17165,-9.62373,-4.91087,0.171281,2.68612,-5.78038,-13.7871,-8.81257,6.45962,-3.72761,1.6648,-9.27086,-0.602681,4.06857,9.36689,-4.01709,6.73658,0.804584,-7.08171,-5.93763,3.99317,-2.79411,-0.534177,9.93087,5.30594,1.00257,1.71289,5.07849,3.64075,-9.55004,0.148965,13.1853,9.62713,7.04795,3.89603,-7.36199,-12.1789,-0.274816,7.69215,-13.5605,-23.299,-0.472945,-25.581,-7.01161,0.0433947,-8.0542
77,165487,0.744533,0.785634,1.25061,0.190743,-8.97188,2.46428,8.95268,0.121914,-18.1432,-16.802,2.09312,-1.45332,-8.93627,1.47895,-3.5136,7.74194,-12.1358,9.69931,-3.96517,4.27002,4.18527,13.4428,0.833171,4.44138,-8.65716,-5.26777,5.63404,0.607901,-6.16432,-5.11322,-3.46589,1.81005,-3.74291,2.44606,-9.33512,10.3541,30.0521,31.9267,-4.30302,8.56016,3.98652,8.65636,3.10633,-5.0061,-5.83862,-4.16575,14.1352,8.50631,-0.819035,5.49786,2.55014,1.75475,-8.84253,-6.39843,14.7844,14.4488,3.97266,8.5097,-8.18682,-14.7473,0.29266,7.33846,-11.5092,-15.7383,0.194631,-12.6353,-4.17293,-0.997258,-4.68685
78,51095,0.677503,0.729886,1.35245,0.218762,-1.38664,-2.09298,23.2196,11.8265,4.26153,-12.4966,0.555118,9.9471,0.630072,23.345,0.111386,16.4102,2.04403,18.6977,5.87446,7.49769,8.0036,1.27825,-0.173354,-0.880504,0.883081,-9.41824,3.07857,12.2333,-1.80196,14.8155,22.2957,-4.04545,-0.853114,0.515247,1.70017,13.8179,42.0422,18.8036,5.27736,6.77563,2.46879,-11.0292,6.61405,-6.06627,-5.2473,2.56483,3.70476,6.09112,-5.1164,-9.68896,3.23378,12.5123,-8.83342,-4.89871,12.7625,15.8747,-1.483,-11.4039,1.92909,-15.1433,-4.63243,18.9733,-5.74626,-8.81513,15.8369,29.9982,14.6146,17.4099,-0.210281
79,26504,-0.143094,0.0471345,0.585027,-0.0641693,6.9675,10.0044,17.3136,15.5924,9.25958,6.72466,11.346,12.6504,8.0181,13.9733,3.83656,10.2659,7.04824,7.18104,7.42119,10.0115,5.6264,15.4896,4.78424,6.32158,3.97645,2.23121,4.64825,6.93334,3.29764,8.42703,9.35096,1.7504,1.7748,5.47555,6.23066,15.439,19.5706,18.1291,11.1028,6.10944,7.45068,2.95712,5.17238,-17.1148,-15.4363,2.67668,5.16492,20.6191,1.90685,3.12945,13.7995,8.7427,-6.46968,-0.612226,6.36865,9.99575,-1.8092,-9.26919,1.00647,-17.7419,-2.69053,10.1615,-7.40367,-10.5871,17.6964,25.9136,4.92312,24.4061,3.47874
80,23272,0.18588,0.321669,1.41972,0.0480198,4.10373,19.8381,53.6599,42.4898,29.0095,10.9195,35.1862,18.4352,9.48389,21.3495,6.73074,39.3501,17.8089,21.7484,15.0959,21.6309,16.1742,24.7446,11.9612,4.18993,-8.59951,3.27296,-4.81208,16.2506,5.08408,14.2566,74.2731,-2.06435,-8.2189,0.320522,5.46594,34.3219,25.854,46.6955,26.8461,15.262,9.75812,1.04582,1.42134,-8.28981,-11.087,4.84165,0.289981,15.9789,3.1052,-1.34254,0.865914,-8.2817,-10.8302,-3.59661,-2.73186,10.1208,7.28612,-8.22497,6.47444,-12.5698,0.571678,17.6156,-2.61164,-6.25155,23.5095,15.8077,2.56517,17.8973,3.00279
81,112884,0.70741,0.754346,1.41937,0.215558,-3.87656,-4.0214,21.1484,12.6198,0.179861,-7.45211,0.485931,9.79514,-1.44262,20.1479,-2.53879,11.2475,-1.00115,17.0244,9.61501,12.9762,8.45544,6.71999,0.577591,0.798814,-2.56539,-4.7575,4.34013,11.0089,-5.4693,6.51244,12.1556,-0.571339,-1.01952,5.7005,0.79591,16.8778,41.8878,28.0565,3.67208,1.0048,1.58801,-5.98746,0.372963,-12.7525,-7.39424,-0.319257,5.73938,8.92009,-4.55552,-7.58333,0.541472,9.59942,-10.4126,-7.80415,14.4008,25.7857,1.91702,-8.35053,2.80312,-10.4225,0.290749,16.3918,-9.151,-13.4648,11.6967,20.6679,8.44666,12.6187,-3.89788
82,74726,0.840713,0.868967,1.4077,0.314738,-6.56654,-9.97311,11.7381,-4.19912,-1.48254,-21.3195,-5.14701,-0.0645513,-6.50022,9.77757,-7.95786,14.0023,-2.51295,11.2232,5.57907,1.13532,7.95568,-2.30878,0.681273,-9.09764,-2.33198,-17.7534,-0.781765,-5.51449,-6.61848,7.19891,16.4584,-15.3109,-4.29509,-1.0321,-5.2569,12.0512,27.2902,2.19893,-1.73752,-1.94021,-1.23341,-29.8289,2.6674,-10.519,-1.79227,1.38809,0.611299,4.88722,-7.54059,-10.5516,0.000888079,8.21319,-10.3557,-8.52403,17.027,19.171,1.19435,-8.53965,5.26453,-16.808,-1.30966,21.3299,-8.97721,-0.0471072,11.1298,22.1924,13.2657,14.8979,1.26908
83,58669,0.578758,0.652774,1.31596,0.132838,-0.437569,-6.29423,10.5974,-2.33068,3.93259,-22.7843,6.67555,3.12323,0.648572,-1.21156,-1.89,7.20012,2.61407,5.64901,3.52032,2.61538,6.67005,-4.89033,-0.758221,-11.5354,-0.330551,-16.6193,0.925397,-10.2648,-4.73704,-6.10263,11.6724,-14.501,-2.4495,-3.60221,0.665057,14.0906,24.7215,2.97875,8.52035,-2.46188,-0.349548,-21.248,-1.75722,-4.13632,-3.51832,-5.88469,-4.92497,-1.66576,-5.1972,-2.35233,-2.33977,2.96159,-5.11283,-7.97662,9.90441,14.5674,1.84176,-6.2966,4.36221,-16.5215,2.00163,20.0816,-6.76948,7.22327,16.0605,17.4203,5.79259,11.7762,2.52359
84,73297,0.299606,0.420622,1.25653,0.205841,2.48759,1.38837,17.6558,3.13941,5.64835,-7.69567,4.19887,15.8904,4.29252,15.9429,2.3696,22.1702,10.9197,23.2795,11.9453,9.0404,7.15468,2.48581,0.68118,-6.44252,-0.901745,-6.41458,1.59564,3.41286,0.390013,5.8263,18.3162,-5.71291,-0.7936,-3.31908,1.97991,10.016,35.2711,10.7004,9.48873,3.77138,7.05756,-6.73137,5.71485,-11.5547,-12.2464,-2.50836,-3.96223,4.32739,-5.14301,-5.6787,2.57483,1.77582,-8.3681,-9.17447,11.9615,23.4272,5.13092,-5.69728,6.39903,-12.591,1.92343,22.9547,-4.56255,-5.28086,14.876,15.8446,9.20415,18.7185,2.0321
85,92731,0.500732,0.589399,1.49974,0.166138,5.04689,2.54865,23.0505,19.924,8.37132,-9.65477,18.1261,7.59588,2.67922,10.2477,2.1411,18.8541,9.4627,17.0528,9.91109,11.2528,11.5783,5.2677,3.38494,-11.621,0.414601,-11.7823,2.38046,-4.43271,-3.77057,-0.964889,14.8236,-11.3904,-1.77222,-2.03523,4.52479,25.3591,29.1677,23.5406,12.1797,0.666069,3.31472,-12.9829,0.165713,-6.72876,-9.10932,0.159045,-3.28648,-1.37931,-4.03987,-1.80969,-3.83515,-4.89895,-9.52842,-6.68521,6.56265,16.6626,4.89487,-4.97554,7.76101,-14.2554,4.69604,19.9807,-4.08187,3.93033,20.9167,23.4832,7.52659,17.6983,5.37216
86,25225,0.475375,0.560362,1.75031,0.197724,-2.24151,22.5263,67.1282,25.088,28.0571,19.5362,68.5288,15.2869,-2.60958,24.5589,0.645968,27.9389,5.23193,53.0478,52.9451,94.7741,49.3188,52.4863,15.1452,26.7795,-4.95256,7.42862,21.5034,59.943,-7.85526,31.4639,72.7817,4.44261,-5.7074,13.1136,8.04391,23.0179,100.095,76.1279,25.4405,10.3572,12.3358,-5.88108,0.497633,-14.114,-15.2218,-9.37212,4.86974,13.4727,-5.37152,-7.21415,7.30903,9.28787,-10.8797,-2.54347,7.47238,18.4224,2.4971,-5.1542,5.04788,-11.4292,2.12814,20.1077,-6.55871,-11.4637,12.9928,24.8133,8.88809,15.1178,-3.61491
87,112898,0.853599,0.87879,1.39835,0.243792,-10.5305,-11.1682,7.87527,2.07776,-2.70645,-19.0169,-10.3205,8.88786,-9.00448,-0.515118,-11.5814,4.71328,-8.42204,6.50661,3.78247,1.10149,7.91039,10.5989,-4.09934,-2.25024,-2.82033,-10.4271,-1.3637,-4.69027,-10.8375,7.90296,7.90339,-6.05494,-5.6331,6.70534,-6.22435,15.1991,24.4196,5.10899,-4.98085,0.174306,-6.49603,-17.813,-7.27948,-7.04468,3.06772,0.813318,6.10088,0.0315146,-9.84936,-10.1173,-3.36134,4.38493,-9.41882,-7.90244,17.2704,27.4942,0.279764,-5.7781,3.32128,-7.51592,-2.68064,13.949,-7.39341,-8.31455,8.89375,27.6954,20.0389,18.7946,0.262178
88,47321,0.849611,0.876318,1.49947,0.218951,-6.29826,-11.7688,9.50964,-14.2026,0.710851,-32.7376,-3.51657,-5.99062,-5.83388,0.176456,-9.77409,2.54331,2.33373,6.75213,5.70152,-2.4972,6.87559,-4.47688,-1.7738,-16.4459,-4.60916,-22.832,-5.05403,-12.7058,-8.43068,-13.5954,18.3643,-21.0089,-4.83467,-10.7004,-3.74205,0.807009,35.8534,2.13217,2.40863,-5.71807,0.598746,-29.4128,2.46835,-9.43419,-5.96108,-3.36924,-5.37581,3.24796,-6.43119,-12.5301,-0.957789,1.41083,-9.9352,-12.9523,15.9864,21.2598,2.62468,-3.37303,5.44045,-10.0676,2.53981,23.1285,-6.58567,2.67944,17.6449,26.1107,15.8333,27.0913,12.14
89,33785,0.884176,0.902048,1.60598,0.384986,-5.09126,-7.85335,6.43368,-5.38965,-4.87384,-8.46571,0.181118,-2.51416,-4.69028,10.2216,-2.68322,2.03502,-4.91659,14.9031,11.3037,19.2199,9.81103,11.2857,2.64823,-1.13154,-3.81221,-7.50068,4.36554,1.83794,-7.50301,2.75665,14.0827,2.60856,-0.101372,4.15332,-1.26879,14.692,33.3378,24.7369,2.98839,-8.05905,-0.511299,-15.4395,-1.8423,-11.1793,-10.6705,-0.396586,7.21844,20.5414,2.18513,-8.92793,6.48719,8.24894,-9.26936,-5.60473,8.67226,20.547,-0.99389,-9.73892,-5.13673,-14.6888,1.04037,16.7327,-7.3197,-15.5338,14.3398,18.1804,1.89252,2.9927,-4.15185
90,47801,-0.226839,-0.0106161,0.115113,-0.24515,0.739219,1.09272,2.42646,1.86049,1.45564,0.495745,2.19354,2.82365,1.20291,2.80574,0.784309,3.94845,1.9177,4.27986,2.03111,2.61621,1.86661,1.62693,0.931362,0.676256,0.681107,0.261382,0.671559,0.930246,0.33029,0.44721,1.82068,0.142287,0.166359,0.23883,0.677001,3.01593,2.85919,3.10634,1.68572,1.93106,1.46651,0.472573,0.490092,-11.4204,-13.8066,0.426791,-0.878978,3.64057,-6.4448,-2.78564,-2.42957,-7.32714,-7.08911,-2.79635,5.5057,19.3702,7.83359,-1.98125,11.6705,-12.856,5.47378,18.6925,-5.99553,-2.96321,16.8215,10.3233,2.58495,12.919,1.20689
91,77559,0.920504,0.933506,1.45233,0.179487,-12.8047,-20.4771,3.07132,-7.91516,-8.91683,-22.9683,-7.99428,0.911422,-12.9976,4.69196,-9.84304,8.78512,-11.3188,0.87193,-0.18693,-2.58264,5.58224,-3.53167,-7.38011,-7.72602,-6.2685,-12.1204,2.2379,-9.55728,-14.2118,-5.1547,5.64709,-14.2494,-2.03535,7.06307,-9.50318,8.96825,26.6056,11.8383,-4.7569,-8.09737,-8.64714,-25.402,-7.33696,-9.67352,1.87581,1.9357,8.75953,-1.87245,-6.72281,-7.90249,-6.93665,0.332234,-12.426,-6.5201,17.7698,34.9431,2.09334,-4.20523,-0.0876389,-10.8944,-2.26443,16.6556,-10.0342,-12.7985,15.6793,22.6544,9.81928,4.88523,-3.81527
92,10188,-0.150732,0.0350828,0.631033,-0.180555,0.627577,0.972708,6.80195,6.27163,2.28618,-2.361,1.30139,9.11828,2.26286,3.20776,0.565112,7.49558,3.12497,6.27087,3.65515,1.77604,0.151101,2.61834,0.533068,-3.0521,-2.89429,-2.95211,0.759129,0.0110784,0.278795,3.13965,4.20101,-2.22306,-0.131103,-0.274058,-0.868917,6.61397,9.13886,7.63611,5.28421,4.27481,2.28721,0.415859,2.57953,-15.8906,-14.8013,5.84376,1.45193,21.3414,5.0007,0.349307,6.03615,-0.580853,-7.00539,-5.8325,7.14586,12.6955,0.447017,-9.44244,-1.51044,-15.6221,-3.18265,16.8814,-3.88031,-9.74289,23.3683,12.1428,3.15051,14.9202,2.37357
93,22744,0.829628,0.859876,1.44748,0.241524,-5.09794,-4.44637,11.4671,-9.54386,2.93638,-34.5736,-2.37118,-4.17508,-6.62225,0.711409,-8.58857,-0.653716,2.23245,3.24099,3.86885,-5.10923,6.11931,-9.33318,-3.47741,-30.5151,-6.4793,-26.4716,-2.74667,-21.7133,-6.99507,-14.1994,6.7292,-25.2069,-5.79512,-12.2574,-3.87588,7.67606,35.2475,5.30044,0.71313,-6.09896,-1.54577,-26.8566,-5.59227,-2.43514,-5.84859,-9.67614,-8.80373,-2.34927,-9.06602,-7.2307,-3.27268,-4.88107,-7.99844,-9.78809,12.0618,27.1131,5.32196,-1.10674,8.97953,-16.571,6.84307,22.99,-5.48007,3.93515,16.934,24.2473,13.1859,27.7914,10.8497
94,16650,0.640003,0.703949,1.41886,0.327671,-1.48094,1.85661,12.4602,-1.06809,5.90249,-12.6123,4.60244,0.329247,-3.70786,7.3255,-5.96011,3.9721,3.30894,11.9415,12.1473,9.24884,10.1891,3.42818,2.08209,-10.2031,-1.87264,-9.22296,2.82919,-0.928207,1.53226,4.66618,19.6745,-12.3654,-6.24083,-5.85307,-2.26551,6.28752,30.458,10.4391,0.358183,0.228967,-0.378977,-14.8248,-2.03862,-1.22149,-10.1817,-7.24315,-5.17816,0.149281,-7.77258,-5.61564,-3.86845,-8.37992,-10.0403,-12.0562,9.53074,23.9772,7.83965,-7.14144,9.92633,-12.6714,6.77273,24.804,-4.40638,5.39862,16.353,23.0764,4.93913,20.5002,8.44865
95,83440,0.651516,0.70545,1.10581,0.137928,-0.541061,12.4222,15.9585,0.90271,-3.24589,-1.29353,0.582223,8.18176,-4.91122,4.15084,0.773648,12.1564,-3.55176,9.37459,-4.80874,2.3057,2.44779,16.5647,2.85632,-1.67717,-4.17595,3.87542,13.5615,11.183,-1.523,2.52996,7.04043,11.3861,0.337237,3.19765,-1.75854,23.1107,54.4227,50.8105,0.935372,7.30049,7.98545,-3.33193,-1.63516,1.04718,-7.59739,10.7424,2.43542,11.4422,-3.78725,-1.89111,3.00744,-11.6586,-12.5075,2.5075,28.6286,16.9662,-0.357132,5.44638,-0.632134,-13.4332,-1.84591,-2.23946,-12.6278,-18.9295,15.7404,8.34385,0.837282,38.7951,0.963046
96,32597,0.791272,0.823537,1.26057,0.265221,-4.26087,6.31118,15.4006,-0.6131,-3.29007,-5.16068,6.91405,4.83727,-4.32463,4.17803,0.484467,-5.62802,-4.87932,3.08639,-1.43238,-3.91632,0.728134,12.3594,2.70557,-9.86106,-5.14738,-6.12998,9.20059,6.40403,0.51079,-5.91165,3.38434,3.90712,-1.29552,-7.48045,-3.16599,22.9609,48.236,31.9943,-0.714294,-0.101727,7.02673,-5.53411,-9.89462,-9.09928,-2.08705,18.9329,-2.16665,12.8221,4.72879,7.86342,6.16726,-7.39507,-13.1754,-6.04486,20.019,-2.19714,2.70594,7.30847,-8.4668,-14.1317,2.22935,10.1313,-14.7616,-18.1902,25.6706,-5.81605,-12.7051,0.760069,-11.5427
97,10027,0.858902,0.878422,1.14802,0.0266188,-2.68293,11.8535,14.2748,11.7734,-3.66608,-9.94886,-5.07417,25.2928,-2.77155,12.4924,-0.736384,17.945,-5.0603,10.5113,-6.46281,8.79057,9.78302,18.3982,4.95466,-1.18535,-7.49003,-3.66226,-0.485717,4.57463,-5.80768,-5.59619,2.79375,7.02269,0.0661149,6.55914,-6.59007,12.3136,27.3229,40.2257,-2.1968,6.57075,0.817872,0.0614295,-7.11466,0.473023,-9.08055,5.23882,7.21189,8.74299,0.217633,0.379738,8.35214,-3.33649,-12.7988,7.54564,24.2867,17.6773,-2.8781,0.576033,-0.365653,-12.2495,-4.11589,0.501705,-13.157,-25.5493,8.88631,0.27026,-0.224538,29.4344,-3.7752
98,59692,0.642003,0.697262,1.15479,0.219353,-1.39652,17.5047,17.7657,0.154918,-4.66108,-1.78882,-0.263805,11.0979,-3.55544,3.56935,-4.43237,10.2678,-8.21686,5.80726,-7.81677,5.32018,3.46734,11.7637,3.31458,-2.28279,-8.85458,-3.25601,3.30539,7.80813,-3.17698,-2.18371,1.7827,15.5991,1.48576,2.96499,-3.169,27.8344,40.6353,44.6556,1.04277,1.79821,-0.000119463,-1.59797,-5.79964,-7.75625,-8.41731,12.6813,0.520163,12.1082,-0.760035,-1.08615,9.17785,-6.72803,-14.344,-0.0445771,23.1682,2.42432,2.01565,11.3925,-3.13792,-13.9734,0.772923,9.40747,-13.5548,-18.4254,22.3076,14.4979,-0.231522,12.33,-7.29037
99,92785,0.62296,0.683076,1.10744,0.215437,-2.20379,10.8612,6.23834,8.2715,-3.07925,2.00236,1.21806,9.25404,-5.91047,7.60609,-3.30613,4.65172,-6.26818,6.59014,-4.90143,1.69603,0.604131,12.1955,-1.50853,1.80639,-7.40987,-1.8681,2.08111,11.7314,-0.936987,0.978549,1.55854,10.1826,-2.18846,-2.15081,-3.33864,19.2157,34.2498,46.1711,1.39641,2.74361,4.07021,3.23003,-4.37923,-12.7075,-9.42808,9.91858,4.96222,7.74642,0.144417,1.40997,9.06511,-6.99668,-14.5178,-5.72837,21.7204,15.5221,3.89558,4.40058,-6.13333,-10.1539,2.11021,14.6879,-14.1715,-18.0991,12.1981,0.325135,-7.04633,7.29114,-11.2831
100,29662,0.501969,0.580187,1.05044,0.174432,1.45601,16.0289,18.8713,0.0636557,-0.861725,2.2071,3.71776,8.40927,-0.940274,6.1644,3.525,11.3932,-1.11093,14.9947,-1.36551,4.63357,4.13582,21.1377,4.52805,2.50869,-0.562699,4.03048,15.8192,8.21662,2.94467,2.74839,12.0022,10.4782,2.81544,3.62323,0.211687,23.2492,63.6346,49.1123,5.77292,7.19337,8.28431,-0.738908,-3.16203,6.4987,-5.50083,6.26096,-0.74572,13.9291,-6.21619,-6.91888,-2.23401,-13.2231,-11.6899,-1.74188,31.7827,16.5037,-0.273367,6.70295,-1.85838,-13.0281,0.220865,3.29394,-9.7407,-18.2775,14.2122,4.77881,-3.80149,32.4515,-0.806049
101,93378,0.526509,0.600749,1.08704,0.156448,0.0624691,0.945738,19.1712,-3.06221,-1.50224,-4.60553,3.45841,8.3179,-1.40826,5.44421,4.05308,2.66834,-1.97647,7.0748,-1.58678,0.167364,5.71527,21.4346,6.29781,-7.19478,-2.23174,-4.47309,14.0651,-0.999304,-1.04261,-5.03647,12.3714,3.1106,1.24724,-3.4152,-0.47231,24.6984,55.687,40.8803,6.2785,1.97029,3.80339,-4.99012,-5.39623,-2.1951,-4.73611,6.05906,-0.754626,21.261,-3.8175,-5.01986,-1.19893,-4.55642,-10.9988,-10.3686,27.5997,4.83102,0.0731578,13.2104,-1.44331,-11.3863,-1.89702,4.25238,-9.89662,-16.0878,20.7805,-3.0538,-11.8458,17.5039,-4.49506
102,38438,0.773425,0.80756,1.20703,0.115766,0.831792,12.5829,17.2751,5.92273,-3.20072,-5.71536,-3.00238,14.7814,-6.02633,3.45737,-0.486773,12.8709,-5.32402,11.2974,-6.63641,7.43568,4.42979,18.4865,1.96116,-3.21331,-4.9551,-1.57892,1.78841,10.7786,-3.2575,1.83623,5.74764,8.6325,1.1621,10.474,-4.77966,20.0793,42.6103,51.1235,-1.23245,6.2821,4.26492,-1.70163,-1.29779,-1.13373,-8.95029,9.00181,2.98942,8.94578,-1.61536,0.673734,5.40078,-9.41263,-15.1291,-4.40757,25.4059,22.0156,1.49063,2.04986,-0.11882,-11.6658,-1.37753,4.85278,-12.1658,-20.9199,15.4875,12.2153,1.55666,32.1618,-1.44592
103,84668,0.613387,0.675414,1.1524,0.118811,1.76913,10.9726,19.9349,3.87075,-5.09691,2.42883,-2.17024,11.4088,-6.56631,7.46643,-2.19248,14.4667,-7.47267,16.3817,-7.70577,8.34953,0.0981127,18.3194,-0.0094592,2.5293,-7.81877,2.18122,4.92185,9.17528,-2.17857,4.4409,1.72232,10.3371,-0.644971,5.70295,-5.21318,29.0993,43.6458,52.3867,0.526864,6.92189,0.690385,-2.59953,-4.98919,-4.53108,-5.59299,11.5482,0.288682,2.80372,-5.7428,-6.61362,2.86895,-15.8112,-13.6741,3.51302,27.7426,13.2959,1.89993,13.4407,-0.287402,-10.3882,-1.16255,8.98583,-11.9191,-16.2433,22.2363,16.6723,1.26469,26.7369,-2.44448
104,60868,0.778516,0.813586,1.35825,0.25103,-7.81346,2.0615,9.47584,-6.27972,-6.44982,-17.7088,7.43025,-5.28315,-9.29785,2.73676,3.29159,-12.7767,-8.64135,7.11837,-2.7994,-9.39919,0.11448,9.01799,2.32288,-14.7661,-7.53254,-15.3744,9.09127,-0.959385,-0.563427,-15.0497,1.72222,-6.40252,-4.46483,-16.3646,-6.24605,22.3517,45.1147,35.2205,-2.16723,-11.2829,8.68652,-10.1913,-11.9645,-11.2014,-3.04471,24.064,1.96266,15.7547,2.20666,3.83924,5.2148,-11.9976,-12.178,-4.87905,23.4376,10.9602,-2.7575,1.21734,-7.63894,-13.5454,6.11077,6.14383,-13.9803,-20.356,12.0457,-8.47325,-10.138,13.7881,-5.73713
105,34303,0.703808,0.751074,1.20501,0.112457,1.74057,13.2912,19.6445,-1.53649,-4.70779,1.55277,-0.436227,10.6824,-4.0197,8.53665,-1.73694,9.55235,-6.79965,10.8074,-7.46238,5.38835,1.72732,12.2778,0.806914,1.3219,-7.07399,-1.05548,4.15877,8.45077,-3.6245,2.14484,1.29766,10.0518,0.430251,1.00838,-4.45963,29.176,43.9431,51.0935,2.52471,4.16871,1.04184,-2.20686,-3.89073,-6.818,-8.11344,13.2452,-3.63139,10.4236,-3.76392,-7.25384,3.08679,-13.8426,-14.1411,-3.34237,26.7645,8.2016,3.12966,12.7067,-0.692913,-7.96146,3.23724,10.8374,-12.4003,-16.1962,26.2657,18.7024,-0.461428,24.1557,-4.72225
107,113710,0.811955,0.841182,1.39355,0.400149,-5.78726,4.17731,8.50431,9.48568,-3.67598,-5.69793,4.23531,8.50544,-8.93116,8.70833,-0.342332,0.309219,-9.40876,11.1475,-5.2966,-3.7088,3.81993,17.9562,2.19499,-3.78968,-9.46287,-7.56488,8.2796,4.31414,-1.61407,-2.65886,4.03102,4.73292,-3.22099,-8.36606,-6.28311,20.9507,38.6524,48.315,0.0484072,-0.995185,6.21645,-4.27465,-6.14582,-7.15018,-4.70728,17.7986,6.21971,19.2801,3.44141,-1.69026,7.22647,-4.18059,-14.7303,-6.47142,19.4071,7.56976,0.788034,0.128953,-8.31289,-17.1974,4.51166,12.4456,-16.4017,-20.5333,8.82962,-14.0532,-12.8936,-0.315895,-11.1301
