COUNTRY,PROVINCE,DISTRICT,DIVI_WOR,IBLI_UNIT,IBLI_ID,Aug/Sep2014,,,,,Jan/Feb2014,,,,,Aug/Sep2013,,,,,Jan/Feb2013,,,,,Aug/Sep2012,,,,,Jan/Feb2012,,,,
KENYA,COAST,TANA RIVER,MADOGO,MADOGO,73,0.05981,0.07503,0.09594,0.14252,0.1835,0.05969,0.07604,0.11291,0.15451,0.19784,0.05969,0.07604,0.11291,0.15451,0.19784,0.05931,0.07443,0.11019,0.15276,0.19405,0.05931,0.07443,0.11019,0.15276,0.19405,0.05858,0.07668,0.10614,0.15229,0.18801
KENYA,COAST,TANA RIVER,GALORE,GALORE,74,0.06241,0.08311,0.10054,0.13226,0.1616,0.06616,0.08954,0.10751,0.129,0.16052,0.06616,0.08954,0.10751,0.129,0.16052,0.06542,0.08871,0.1068,0.12638,0.17163,0.06542,0.08871,0.1068,0.12638,0.17163,0.064,0.09022,0.10642,0.12922,0.17545
KENYA,COAST,TANA RIVER,WENJE,WENJE,75,0.04506,0.06061,0.08503,0.10299,0.11801,0.04336,0.09399,0.10604,0.12184,0.13456,0.04336,0.09399,0.10604,0.12184,0.13456,0.08293,0.0933,0.11487,0.12885,0.1618,0.08293,0.0933,0.11487,0.12885,0.1618,0.08295,0.09651,0.11845,0.12977,0.15239
KENYA,COAST,TANA RIVER,KIPINI,KIPINI,76,0.06805,0.07754,0.0864,0.11387,0.13389,0.0693,0.07982,0.08776,0.12495,0.13877,0.0693,0.07982,0.08776,0.12495,0.13877,0.07056,0.07891,0.08916,0.12432,0.14953,0.07056,0.07891,0.08916,0.12432,0.14953,0.07183,0.08156,0.09096,0.12187,0.15212
KENYA,COAST,TANA RIVER,GARSEN,GARSEN,77,0.04531,0.05722,0.0614,0.081,0.10679,0.04541,0.059,0.06321,0.0768,0.10474,0.04541,0.059,0.06321,0.0768,0.10474,0.04542,0.05757,0.06514,0.07152,0.10693,0.04542,0.05757,0.06514,0.07152,0.10693,0.04536,0.05924,0.0672,0.0731,0.10925
KENYA,RIFT VALLEY,TURKANA,KAKUMA,KAKUMA,78,0.03939,0.06596,0.09707,0.11281,0.12392,0.04057,0.0598,0.09964,0.11442,0.12717,0.04057,0.0598,0.09964,0.11442,0.12717,0.04182,0.05089,0.10236,0.11302,0.13028,0.04182,0.05089,0.10236,0.11302,0.13028,0.04316,0.05116,0.10527,0.11503,0.13366
KENYA,RIFT VALLEY,TURKANA,KALOKOL,KALOKOL,79,0.048,0.06389,0.08027,0.09049,0.10136,0.04796,0.06419,0.08212,0.09188,0.10261,0.04796,0.06419,0.08212,0.09188,0.10261,0.0478,0.06175,0.08408,0.08997,0.10508,0.0478,0.06175,0.08408,0.08997,0.10508,0.04751,0.06346,0.08616,0.09291,0.10777
KENYA,RIFT VALLEY,TURKANA,KERIO,KERIO,80,0.06271,0.1027,0.11548,0.14396,0.15339,0.06469,0.10477,0.11908,0.14811,0.15437,0.06469,0.10477,0.11908,0.14811,0.15437,0.0668,0.10352,0.12291,0.14919,0.15892,0.0668,0.10352,0.12291,0.14919,0.15892,0.06906,0.10435,0.12701,0.14841,0.16376
KENYA,RIFT VALLEY,TURKANA,KAALING,KAALING,81,0.06311,0.08052,0.10002,0.11362,0.13213,0.06369,0.08392,0.10267,0.11955,0.12664,0.06369,0.08392,0.10267,0.11955,0.12664,0.06416,0.08084,0.10605,0.11887,0.1308,0.06416,0.08084,0.10605,0.11887,0.1308,0.06449,0.08233,0.10966,0.11951,0.13525
KENYA,RIFT VALLEY,TURKANA,OROPOI,OROPOI,82,0.04988,0.07353,0.09839,0.11508,0.16292,0.05095,0.07563,0.09673,0.11561,0.15868,0.05095,0.07563,0.09673,0.11561,0.15868,0.05237,0.07454,0.0944,0.11256,0.1535,0.05237,0.07454,0.0944,0.11256,0.1535,0.05388,0.07478,0.09163,0.11594,0.1477
KENYA,RIFT VALLEY,TURKANA,LOMELO,LOMELO,83,0.03815,0.06365,0.11068,0.12421,0.13945,0.03908,0.05838,0.11001,0.12644,0.13767,0.03908,0.05838,0.11001,0.12644,0.13767,0.04006,0.05038,0.1088,0.1254,0.14123,0.04006,0.05038,0.1088,0.1254,0.14123,0.04138,0.05134,0.10726,0.12922,0.14512
KENYA,RIFT VALLEY,TURKANA,TURKWEL,TURKWEL,84,0.04949,0.06474,0.08577,0.10025,0.11608,0.05095,0.06339,0.08839,0.1028,0.11477,0.05095,0.06339,0.08839,0.1028,0.11477,0.05252,0.05915,0.09119,0.10232,0.11611,0.05252,0.05915,0.09119,0.10232,0.11611,0.05418,0.06068,0.09418,0.10401,0.11743
KENYA,RIFT VALLEY,TURKANA,LOKORI,LOKORI,85,0.06323,0.06958,0.07396,0.11818,0.14255,0.06527,0.07182,0.07542,0.11533,0.14129,0.06527,0.07182,0.07542,0.11533,0.14129,0.06744,0.07088,0.07767,0.1085,0.14506,0.06744,0.07088,0.07767,0.1085,0.14506,0.06977,0.07331,0.08031,0.10561,0.14907
KENYA,RIFT VALLEY,TURKANA,LOKITAUNG,LOKITAUNG,86,0.04953,0.06195,0.069,0.09283,0.13696,0.05054,0.06374,0.0707,0.10855,0.13375,0.05054,0.06374,0.0707,0.10855,0.13375,0.05194,0.06231,0.0725,0.10117,0.13784,0.05194,0.06231,0.0725,0.10117,0.13784,0.05343,0.06388,0.07441,0.098,0.14221
KENYA,RIFT VALLEY,TURKANA,LOKICHOGGIO,LOKICHOGGIO,87,0.05436,0.07706,0.10208,0.13622,0.16136,0.05488,0.07807,0.10194,0.14001,0.1586,0.05488,0.07807,0.10194,0.14001,0.1586,0.05534,0.07573,0.10149,0.14072,0.15762,0.05534,0.07573,0.10149,0.14072,0.15762,0.05575,0.07651,0.10193,0.13931,0.15829
KENYA,RIFT VALLEY,TURKANA,LOIMA,LOIMA,88,0.07513,0.08572,0.09426,0.11201,0.12721,0.0762,0.08819,0.09688,0.11366,0.1264,0.0762,0.08819,0.09688,0.11366,0.1264,0.07712,0.08749,0.09967,0.11201,0.12917,0.07712,0.08749,0.09967,0.11201,0.12917,0.07784,0.0904,0.10265,0.11342,0.13209
KENYA,RIFT VALLEY,TURKANA,LAPUR,LAPUR,89,0.05234,0.08393,0.08852,0.09835,0.11736,0.05395,0.08637,0.09131,0.10097,0.13304,0.05395,0.08637,0.09131,0.10097,0.13304,0.05567,0.08563,0.09429,0.09919,0.13086,0.05567,0.08563,0.09429,0.09919,0.13086,0.05751,0.08548,0.09747,0.10226,0.12849
KENYA,RIFT VALLEY,TURKANA,LOKICHAR,LOKICHAR,90,0.03828,0.07036,0.08441,0.0925,0.1003,0.03935,0.07143,0.08595,0.09527,0.10004,0.03935,0.07143,0.08595,0.09527,0.10004,0.04048,0.0692,0.08755,0.09489,0.10297,0.04048,0.0692,0.08755,0.09489,0.10297,0.0417,0.06831,0.08923,0.09793,0.10617
KENYA,RIFT VALLEY,TURKANA,KIBISH,KIBISH,91,0.05714,0.08464,0.09205,0.11167,0.13503,0.05728,0.08706,0.09422,0.11385,0.13175,0.05728,0.08706,0.09422,0.11385,0.13175,0.05725,0.08631,0.09672,0.11279,0.1317,0.05725,0.08631,0.09672,0.11279,0.1317,0.05703,0.08694,0.09937,0.11363,0.13234
KENYA,RIFT VALLEY,TURKANA,CENTRAL,CENTRAL TURKANA,92,0.04427,0.05253,0.06419,0.07658,0.08505,0.04556,0.05344,0.06534,0.07853,0.08423,0.04556,0.05344,0.06534,0.07853,0.08423,0.04694,0.05151,0.06655,0.07735,0.08673,0.04694,0.05151,0.06655,0.07735,0.08673,0.04841,0.0532,0.06783,0.07875,0.08939
KENYA,RIFT VALLEY,TURKANA,KAINUK,KAINUK,93,0.06779,0.10225,0.11226,0.13606,0.14824,0.06808,0.10485,0.11534,0.14008,0.14855,0.06808,0.10485,0.11534,0.14008,0.14855,0.06808,0.10424,0.1186,0.14104,0.15194,0.06808,0.10424,0.1186,0.14104,0.15194,0.0677,0.10548,0.12208,0.14098,0.15551
KENYA,RIFT VALLEY,TURKANA,KATILU,KATILU,94,0.07086,0.0826,0.10131,0.11693,0.14944,0.07205,0.08426,0.10218,0.1202,0.14536,0.07205,0.08426,0.10218,0.1202,0.14536,0.07322,0.08319,0.10374,0.12035,0.14119,0.07322,0.08319,0.10374,0.12035,0.14119,0.07434,0.08585,0.1053,0.12263,0.13868
KENYA,NORTH EASTERN,WAJIR,BUNA,BUNA,95,0.07046,0.0799,0.08593,0.09558,0.12093,0.07176,0.08223,0.08803,0.09806,0.11697,0.07176,0.08223,0.08803,0.09806,0.11697,0.07306,0.08138,0.09039,0.09736,0.11443,0.07306,0.08138,0.09039,0.09736,0.11443,0.07436,0.08414,0.09306,0.1002,0.11325
KENYA,NORTH EASTERN,WAJIR,CENTRAL,CENTRAL WAJIR,96,0.05409,0.08763,0.12682,0.13831,0.15415,0.06538,0.09185,0.11579,0.12635,0.13663,0.06538,0.09185,0.11579,0.12635,0.13663,0.06146,0.08913,0.09817,0.10964,0.12237,0.06146,0.08913,0.09817,0.10964,0.12237,0.06253,0.08971,0.10108,0.11118,0.1235
KENYA,NORTH EASTERN,WAJIR,BUTE,BUTE,97,0.06705,0.07765,0.084,0.10278,0.11603,0.06834,0.07986,0.08653,0.10311,0.11507,0.06834,0.07986,0.08653,0.10311,0.11507,0.06966,0.07887,0.08922,0.10033,0.11884,0.06966,0.07887,0.08922,0.10033,0.11884,0.071,0.08135,0.09209,0.10184,0.12287
KENYA,NORTH EASTERN,WAJIR,WAJIR-BOR,WAJIR-BOR,98,0.06137,0.06859,0.07755,0.11245,0.12981,0.06332,0.07049,0.09254,0.1184,0.13073,0.06332,0.07049,0.09254,0.1184,0.13073,0.06539,0.06918,0.09004,0.11834,0.13242,0.06539,0.06918,0.09004,0.11834,0.13242,0.06761,0.0714,0.08723,0.11913,0.13408
KENYA,NORTH EASTERN,WAJIR,DIFF,DIFF,99,0.06906,0.09058,0.09904,0.10823,0.12764,0.06894,0.08012,0.08714,0.09809,0.1158,0.06894,0.08012,0.08714,0.09809,0.1158,0.07029,0.08265,0.09078,0.10236,0.12183,0.07029,0.08265,0.09078,0.10236,0.12183,0.07166,0.08439,0.09365,0.1029,0.12235
KENYA,NORTH EASTERN,WAJIR,ELDAS,ELDAS,100,0.05543,0.07548,0.08762,0.10064,0.11168,0.05709,0.07726,0.08894,0.10269,0.11128,0.05709,0.07726,0.08894,0.10269,0.11128,0.05886,0.08013,0.09347,0.10185,0.11124,0.05886,0.08013,0.09347,0.10185,0.11124,0.06074,0.08053,0.09608,0.10447,0.11458
KENYA,NORTH EASTERN,WAJIR,GRIFTU,GRIFTU,101,0.07661,0.0879,0.09517,0.12008,0.12875,0.07737,0.09111,0.10747,0.12046,0.12609,0.07737,0.09111,0.10747,0.12046,0.12609,0.06381,0.07314,0.09449,0.09954,0.10896,0.06381,0.07314,0.09449,0.09954,0.10896,0.06594,0.07445,0.0973,0.10281,0.11252
KENYA,NORTH EASTERN,WAJIR,GURAR,GURAR,102,0.05712,0.06932,0.07695,0.09097,0.107,0.0578,0.0712,0.07896,0.09059,0.10682,0.0578,0.0712,0.07896,0.09059,0.10682,0.05846,0.06986,0.08116,0.08722,0.11015,0.05846,0.06986,0.08116,0.08722,0.11015,0.05907,0.07191,0.0835,0.08985,0.11371
KENYA,NORTH EASTERN,WAJIR,TARBAJ,TARBAJ,103,0.05638,0.0634,0.08062,0.09216,0.10216,0.05818,0.06526,0.08148,0.09392,0.10183,0.05818,0.06526,0.08148,0.09392,0.10183,0.0601,0.0639,0.08232,0.09242,0.10479,0.0601,0.0639,0.08232,0.09242,0.10479,0.06216,0.06605,0.08312,0.09508,0.10796
KENYA,NORTH EASTERN,WAJIR,HABASWEIN,HABASWEIN,104,0.05753,0.07906,0.09897,0.11469,0.13394,0.05719,0.08057,0.09912,0.1151,0.13353,0.05719,0.08057,0.09912,0.1151,0.13353,0.062,0.08026,0.09786,0.11546,0.13809,0.062,0.08026,0.09786,0.11546,0.13809,0.06074,0.082,0.10098,0.1149,0.13478
KENYA,NORTH EASTERN,WAJIR,KOTULO,KOTULO (WAJIR),105,0.05723,0.06604,0.0896,0.0994,0.11102,0.05899,0.06797,0.08784,0.10493,0.11219,0.05899,0.06797,0.08784,0.10493,0.11219,0.06087,0.06669,0.08532,0.10398,0.11557,0.06087,0.06669,0.08532,0.10398,0.11557,0.06287,0.06868,0.08277,0.10691,0.11918
KENYA,NORTH EASTERN,WAJIR,SEBULE,SEBULE,107,0.05962,0.08117,0.08725,0.11289,0.13554,0.06676,0.07958,0.08651,0.11888,0.12998,0.06676,0.07958,0.08651,0.11888,0.12998,0.062,0.06588,0.0859,0.10205,0.1193,0.062,0.06588,0.0859,0.10205,0.1193,0.06413,0.06807,0.08438,0.10522,0.12149
KENYA,NORTH EASTERN,WAJIR,HADADO,HADADO,108,0.07612,0.09143,0.10954,0.11781,0.12963,0.07964,0.09419,0.10541,0.11319,0.13518,0.07964,0.09419,0.10541,0.11319,0.13518,0.0626,0.07661,0.08382,0.09046,0.12165,0.0626,0.07661,0.08382,0.09046,0.12165,0.06466,0.07761,0.08662,0.09282,0.12503
KENYA,EASTERN,MARSABIT,CENTRAL,CENTRAL MARSABIT,111,0.06855,0.08198,0.09145,0.11631,0.12979,0.0694,0.08365,0.09402,0.11895,0.12879,0.0694,0.08365,0.09402,0.11895,0.12879,0.07015,0.08218,0.09675,0.1184,0.13182,0.07015,0.08218,0.09675,0.1184,0.13182,0.07077,0.0847,0.09967,0.1173,0.13502
KENYA,EASTERN,MARSABIT,GADAMOJI,GADAMOJI,112,0.04864,0.06356,0.08141,0.09262,0.11373,0.0495,0.06545,0.08008,0.09447,0.11099,0.0495,0.06545,0.08008,0.09447,0.11099,0.05084,0.06413,0.07856,0.09309,0.11001,0.05084,0.06413,0.07856,0.09309,0.11001,0.05226,0.06496,0.0785,0.09605,0.11039
KENYA,EASTERN,MARSABIT,LAISAMIS,LAISAMIS,113,0.06356,0.07787,0.08319,0.09834,0.11287,0.06559,0.08029,0.08548,0.10146,0.11134,0.06559,0.08029,0.08548,0.10146,0.11134,0.06777,0.08018,0.09189,0.09981,0.1147,0.06777,0.08018,0.09189,0.09981,0.1147,0.07009,0.08121,0.09388,0.1032,0.1176
KENYA,EASTERN,MARSABIT,LOIYANGALANI,LOIYANGALANI,114,0.06465,0.08398,0.09605,0.11635,0.1258,0.07098,0.08305,0.09804,0.11153,0.11578,0.07098,0.08305,0.09804,0.11153,0.11578,0.07169,0.08193,0.10158,0.11228,0.12542,0.07169,0.08193,0.10158,0.11228,0.12542,0.07222,0.08472,0.10269,0.11602,0.12635
KENYA,EASTERN,MARSABIT,LOIYANGALANI,MT KULAL,115,0.07305,0.08282,0.08662,0.09295,0.10103,0.07414,0.08616,0.08946,0.0962,0.10096,0.07414,0.08616,0.08946,0.0962,0.10096,0.07513,0.0857,0.09245,0.09742,0.10608,0.07513,0.0857,0.09245,0.09742,0.10608,0.07599,0.08847,0.09562,0.10017,0.10871
KENYA,EASTERN,MARSABIT,LOIYANGALANI,KARGI,116,0.05568,0.06726,0.07864,0.0947,0.12464,0.05668,0.06864,0.08084,0.11089,0.1215,0.05668,0.06864,0.08084,0.11089,0.1215,0.05772,0.06673,0.0925,0.1133,0.1218,0.05772,0.06673,0.0925,0.1133,0.1218,0.05934,0.06877,0.09241,0.11529,0.12502
KENYA,EASTERN,MARSABIT,MAIKONA,MAIKONA,117,0.05692,0.08761,0.09969,0.11357,0.13725,0.05873,0.09124,0.10374,0.1204,0.13416,0.05873,0.09124,0.10374,0.1204,0.13416,0.06066,0.08961,0.11099,0.1254,0.13612,0.06066,0.08961,0.11099,0.1254,0.13612,0.06272,0.08969,0.11345,0.12783,0.14025
KENYA,EASTERN,MARSABIT,MAIKONA,TURBI,118,0.07571,0.09751,0.10278,0.11049,0.12998,0.07684,0.10048,0.10579,0.11334,0.1273,0.07684,0.10048,0.10579,0.11334,0.1273,0.07245,0.08116,0.08904,0.09473,0.11717,0.07245,0.08116,0.08904,0.09473,0.11717,0.07377,0.08384,0.09209,0.09727,0.11806
KENYA,EASTERN,MARSABIT,NORTH HORR,DUKANA,119,0.06253,0.08152,0.0909,0.09972,0.10795,0.06259,0.08657,0.09375,0.10177,0.10852,0.06259,0.08657,0.09375,0.10177,0.10852,0.06842,0.08327,0.09079,0.09487,0.10461,0.06842,0.08327,0.09079,0.09487,0.10461,0.06768,0.08586,0.09375,0.09805,0.108
KENYA,EASTERN,MARSABIT,NORTH HORR,NORTH HORR,120,0.05236,0.07747,0.1004,0.10943,0.13303,0.05607,0.08886,0.0945,0.1034,0.12686,0.05607,0.08886,0.0945,0.1034,0.12686,0.06622,0.08129,0.08893,0.10409,0.12076,0.06622,0.08129,0.08893,0.10409,0.12076,0.06473,0.08399,0.092,0.10279,0.12418
ETHIOPIA,OROMIA,BORANA,DILLO,Malbe Dillo,201,0.06121,0.06955,0.08126,0.08986,0.09778,0.06314,0.07154,0.08193,0.09259,0.09726,0.06314,0.07154,0.08193,0.09259,0.09726,0.0652,0.07032,0.08263,0.09217,0.10013,0.0652,0.07032,0.08263,0.09217,0.10013,0.0674,0.07248,0.08373,0.09512,0.10321
ETHIOPIA,OROMIA,BORANA,DILLO,Golbo,202,0.05306,0.06274,0.07666,0.09818,0.11039,0.05364,0.06462,0.07548,0.10001,0.1098,0.05364,0.06462,0.07548,0.10001,0.1098,0.0542,0.0633,0.07455,0.0986,0.11246,0.0542,0.0633,0.07455,0.0986,0.11246,0.05472,0.06545,0.07542,0.0992,0.11527
ETHIOPIA,OROMIA,BORANA,YABELLO,Malbe Yabello,203,0.06032,0.07165,0.07719,0.09484,0.11834,0.06143,0.07365,0.07967,0.09354,0.11694,0.06143,0.07365,0.07967,0.09354,0.11694,0.06258,0.07245,0.08231,0.09054,0.11818,0.06258,0.07245,0.08231,0.09054,0.11818,0.06375,0.07459,0.08514,0.0922,0.1194
ETHIOPIA,OROMIA,BORANA,YABELLO,Gomole,204,0.04795,0.06979,0.081,0.10372,0.13139,0.04941,0.07142,0.08221,0.10053,0.1302,0.04941,0.07142,0.08221,0.10053,0.1302,0.05096,0.06981,0.08344,0.09464,0.13236,0.05096,0.06981,0.08344,0.09464,0.13236,0.05262,0.06976,0.08504,0.09672,0.1346
ETHIOPIA,OROMIA,BORANA,YABELLO,Bada Yabello,205,0.05388,0.06034,0.07747,0.09841,0.11037,0.0556,0.06226,0.07526,0.10039,0.10881,0.0556,0.06226,0.07526,0.10039,0.10881,0.05744,0.06098,0.07248,0.09929,0.11179,0.05744,0.06098,0.07248,0.09929,0.11179,0.0594,0.06306,0.07111,0.10007,0.11497
ETHIOPIA,OROMIA,BORANA,MIYO,Miyo,206,0.06809,0.08269,0.08956,0.11286,0.12937,0.06852,0.08467,0.09218,0.11255,0.12915,0.06852,0.08467,0.09218,0.11255,0.12915,0.06871,0.08343,0.09502,0.1086,0.13291,0.06871,0.08343,0.09502,0.1086,0.13291,0.06858,0.08543,0.09812,0.10913,0.13692
ETHIOPIA,OROMIA,BORANA,MIYO,Bada Hiddi,207,0.05571,0.07312,0.10626,0.12291,0.14357,0.05737,0.07348,0.10542,0.12424,0.14303,0.05737,0.07348,0.10542,0.12424,0.14303,0.05914,0.07039,0.10405,0.1223,0.14558,0.05914,0.07039,0.10405,0.1223,0.14558,0.06103,0.07148,0.10252,0.12563,0.14821
ETHIOPIA,OROMIA,BORANA,DHAAS,Mata Wayama Dhas,208,0.04245,0.0597,0.07573,0.0935,0.10289,0.04245,0.05934,0.07782,0.09649,0.10225,0.04245,0.05934,0.07782,0.09649,0.10225,0.04239,0.05628,0.08005,0.09634,0.10472,0.04239,0.05628,0.08005,0.09634,0.10472,0.04223,0.05766,0.08242,0.09577,0.10734
ETHIOPIA,OROMIA,BORANA,DHAAS,Garacha Tula Dhas,209,0.03945,0.05641,0.06504,0.07608,0.09351,0.0406,0.05791,0.06624,0.07826,0.09094,0.0406,0.05791,0.06624,0.07826,0.09094,0.04182,0.05617,0.0675,0.07725,0.09045,0.04182,0.05617,0.0675,0.07725,0.09045,0.04313,0.05605,0.06882,0.07871,0.09028
ETHIOPIA,OROMIA,BORANA,TELTELE,Malbe Teltele,210,0.07462,0.08534,0.10131,0.13272,0.1516,0.07568,0.08747,0.10398,0.13266,0.15065,0.07568,0.08747,0.10398,0.13266,0.15065,0.0766,0.08636,0.10682,0.12882,0.1554,0.0766,0.08636,0.10682,0.12882,0.1554,0.07732,0.08931,0.10983,0.12832,0.16047
ETHIOPIA,OROMIA,BORANA,TELTELE,Guba Tertale,211,0.05379,0.06674,0.07565,0.09403,0.11001,0.05348,0.06848,0.07702,0.09349,0.10895,0.05348,0.06848,0.07702,0.09349,0.10895,0.05292,0.06699,0.07846,0.08973,0.11232,0.05292,0.06699,0.07846,0.08973,0.11232,0.05206,0.06915,0.08023,0.09124,0.11592
ETHIOPIA,OROMIA,BORANA,TELTELE,Ganda Qonan Bula Teltele,212,0.05377,0.06983,0.07747,0.10787,0.15027,0.05415,0.07135,0.07965,0.1053,0.14563,0.05415,0.07135,0.07965,0.1053,0.14563,0.05445,0.06961,0.08198,0.09855,0.14346,0.05445,0.06961,0.08198,0.09855,0.14346,0.05467,0.07082,0.08447,0.09799,0.14144
ETHIOPIA,OROMIA,BORANA,DIRE,Garacha Dire,213,0.04145,0.05613,0.07776,0.08695,0.09645,0.04247,0.05529,0.07957,0.08911,0.09575,0.04247,0.05529,0.07957,0.08911,0.09575,0.04355,0.05162,0.08149,0.08808,0.09831,0.04355,0.05162,0.08149,0.08808,0.09831,0.0447,0.05304,0.08353,0.09075,0.10112
ETHIOPIA,OROMIA,BORANA,DIRE,Gara Mega,214,0.05673,0.06438,0.06858,0.0895,0.10439,0.05847,0.06622,0.07078,0.09141,0.10278,0.05847,0.06622,0.07078,0.09141,0.10278,0.06032,0.06485,0.07313,0.09009,0.10422,0.06032,0.06485,0.07313,0.09009,0.10422,0.06229,0.06697,0.07565,0.08779,0.10571
ETHIOPIA,OROMIA,BORANA,DIRE,Golbo Dire,215,0.06159,0.0713,0.08062,0.08978,0.09847,0.06355,0.07252,0.08291,0.09207,0.09787,0.06355,0.07252,0.08291,0.09207,0.09787,0.06565,0.07067,0.08536,0.09118,0.10083,0.06565,0.07067,0.08536,0.09118,0.10083,0.06789,0.07264,0.08797,0.09389,0.10399
ETHIOPIA,OROMIA,BORANA,MOYALE,Qaqalo Moyale,216,0.06322,0.09017,0.11178,0.12214,0.13427,0.06335,0.09113,0.11362,0.12799,0.13728,0.06335,0.09113,0.11362,0.12799,0.13728,0.06323,0.08862,0.11599,0.12764,0.14102,0.06323,0.08862,0.11599,0.12764,0.14102,0.06279,0.08973,0.11845,0.13103,0.14501
ETHIOPIA,OROMIA,BORANA,MOYALE,Moyele,217,0.04312,0.05649,0.06849,0.10147,0.12711,0.04305,0.05788,0.069,0.09939,0.12555,0.04305,0.05788,0.069,0.09939,0.12555,0.0429,0.05602,0.06948,0.09333,0.12733,0.0429,0.05602,0.06948,0.09333,0.12733,0.04264,0.05756,0.07036,0.09205,0.12914
ETHIOPIA,OROMIA,BORANA,MELKA SODA,Melka Soda,218,0.04355,0.05529,0.0601,0.09292,0.12653,0.04402,0.05675,0.06197,0.08292,0.12544,0.04402,0.05675,0.06197,0.08292,0.12544,0.04476,0.05498,0.06397,0.07151,0.12785,0.04476,0.05498,0.06397,0.07151,0.12785,0.04581,0.0565,0.06611,0.07291,0.13038
ETHIOPIA,OROMIA,BORANA,MELKA SODA,Gamoji Melka Soda,219,0.05942,0.07832,0.12294,0.1473,0.16607,0.06005,0.07693,0.12215,0.1491,0.16663,0.06005,0.07693,0.12215,0.1491,0.16663,0.06062,0.07291,0.12054,0.14745,0.17036,0.06062,0.07291,0.12054,0.14745,0.17036,0.06111,0.07503,0.11785,0.14929,0.17429
ETHIOPIA,OROMIA,BORANA,DUDGA DAWA,Gamoji Dugda Dawa,220,0.05026,0.07094,0.10291,0.12514,0.13963,0.05031,0.07118,0.10214,0.12559,0.13998,0.05031,0.07118,0.10214,0.12559,0.13998,0.05025,0.06796,0.1009,0.12286,0.14459,0.05025,0.06796,0.1009,0.12286,0.14459,0.05005,0.06892,0.09986,0.12522,0.14951
ETHIOPIA,OROMIA,BORANA,DUDGA DAWA,Dugda Dawa,221,0.0823,0.0915,0.1137,0.14335,0.15138,0.08372,0.09441,0.11283,0.14746,0.15283,0.08372,0.09441,0.11283,0.14746,0.15283,0.08494,0.09417,0.11131,0.1485,0.15797,0.08494,0.09417,0.11131,0.1485,0.15797,0.08583,0.09736,0.10895,0.14831,0.163
ETHIOPIA,OROMIA,BORANA,ARERO,Mirga Arero,222,0.05313,0.07216,0.10341,0.113,0.14571,0.05408,0.07275,0.1025,0.11613,0.14081,0.05408,0.07275,0.1025,0.11613,0.14081,0.05534,0.06993,0.10109,0.11613,0.13583,0.05534,0.06993,0.10109,0.11613,0.13583,0.05696,0.07085,0.09968,0.12002,0.13314
ETHIOPIA,OROMIA,BORANA,ARERO,Badda Arero,223,0.05102,0.05879,0.11506,0.14079,0.16834,0.0525,0.06067,0.11027,0.13597,0.16904,0.0525,0.06067,0.11027,0.13597,0.16904,0.05409,0.05935,0.10291,0.13087,0.17282,0.05409,0.05935,0.10291,0.13087,0.17282,0.05577,0.06123,0.09167,0.13511,0.17678
ETHIOPIA,OROMIA,BORANA,ARERO,Golba Arero,224,0.06382,0.07387,0.08026,0.0998,0.11557,0.06493,0.07605,0.08217,0.10113,0.11451,0.06493,0.07605,0.08217,0.10113,0.11451,0.06605,0.07503,0.08422,0.09927,0.11657,0.06605,0.07503,0.08422,0.09927,0.11657,0.06717,0.07747,0.08646,0.10003,0.11872
